img0.tif,41
img1.tif,56
img2.tif,88
img3.tif,11
img4.tif,78
img5.tif,58
img6.tif,55
img7.tif,53
img8.tif,80
img9.tif,4
img10.tif,5
img11.tif,17
img12.tif,80
img13.tif,71
img14.tif,82
img15.tif,59
img16.tif,89
img17.tif,47
img18.tif,61
img19.tif,46
img20.tif,77
img21.tif,63
img22.tif,71
img23.tif,80
img24.tif,11
img25.tif,86
img26.tif,83
img27.tif,66
img28.tif,15
img29.tif,76
img30.tif,35
img31.tif,83
img32.tif,47
img33.tif,83
img34.tif,7
img35.tif,62
img36.tif,40
img37.tif,18
img38.tif,81
img39.tif,96
img40.tif,72
img41.tif,41
img42.tif,33
img43.tif,56
img44.tif,83
img45.tif,44
img46.tif,3
img47.tif,67
img48.tif,14
img49.tif,37
img50.tif,40
img51.tif,43
img52.tif,7
img53.tif,51
img54.tif,46
img55.tif,60
img56.tif,86
img57.tif,28
img58.tif,60
img59.tif,35
img60.tif,42
img61.tif,62
img62.tif,19
img63.tif,20
img64.tif,23
img65.tif,2
img66.tif,6
img67.tif,74
img68.tif,35
img69.tif,95
img70.tif,32
img71.tif,22
img72.tif,22
img73.tif,47
img74.tif,84
img75.tif,46
img76.tif,66
img77.tif,34
img78.tif,62
img79.tif,2
img80.tif,43
img81.tif,59
img82.tif,34
img83.tif,24
img84.tif,15
img85.tif,20
img86.tif,59
img87.tif,99
img88.tif,97
img89.tif,97
img90.tif,17
img91.tif,59
img92.tif,17
img93.tif,12
img94.tif,81
img95.tif,72
img96.tif,56
img97.tif,16
img98.tif,19
img99.tif,24
img100.tif,42
img101.tif,88
img102.tif,3
img103.tif,0
img104.tif,21
img105.tif,55
img106.tif,64
img107.tif,71
img108.tif,62
img109.tif,14
img110.tif,46
img111.tif,20
img112.tif,19
img113.tif,74
img114.tif,92
img115.tif,0
img116.tif,64
img117.tif,36
img118.tif,86
img119.tif,64
img120.tif,34
img121.tif,63
img122.tif,7
img123.tif,72
img124.tif,91
img125.tif,26
img126.tif,78
img127.tif,54
img128.tif,68
img129.tif,20
img130.tif,80
img131.tif,58
img132.tif,61
img133.tif,37
img134.tif,81
img135.tif,44
img136.tif,55
img137.tif,99
img138.tif,98
img139.tif,52
img140.tif,47
img141.tif,33
img142.tif,90
img143.tif,95
img144.tif,26
img145.tif,17
img146.tif,57
img147.tif,74
img148.tif,78
img149.tif,63
img150.tif,75
img151.tif,72
img152.tif,88
img153.tif,94
img154.tif,32
img155.tif,0
img156.tif,9
img157.tif,42
img158.tif,49
img159.tif,30
img160.tif,86
img161.tif,13
img162.tif,72
img163.tif,68
img164.tif,35
img165.tif,7
img166.tif,56
img167.tif,59
img168.tif,64
img169.tif,96
img170.tif,12
img171.tif,39
img172.tif,73
img173.tif,24
img174.tif,96
img175.tif,70
img176.tif,2
img177.tif,53
img178.tif,11
img179.tif,94
img180.tif,64
img181.tif,58
img182.tif,91
img183.tif,34
img184.tif,62
img185.tif,19
img186.tif,74
img187.tif,94
img188.tif,76
img189.tif,52
img190.tif,62
img191.tif,19
img192.tif,75
img193.tif,75
img194.tif,86
img195.tif,49
img196.tif,89
img197.tif,2
img198.tif,85
img199.tif,50
img200.tif,22
img201.tif,21
img202.tif,88
img203.tif,56
img204.tif,74
img205.tif,48
img206.tif,69
img207.tif,90
img208.tif,34
img209.tif,94
img210.tif,62
img211.tif,72
img212.tif,37
img213.tif,84
img214.tif,21
img215.tif,49
img216.tif,72
img217.tif,16
img218.tif,76
img219.tif,30
img220.tif,62
img221.tif,33
img222.tif,69
img223.tif,37
img224.tif,29
img225.tif,67
img226.tif,96
img227.tif,61
img228.tif,3
img229.tif,17
img230.tif,60
img231.tif,17
img232.tif,93
img233.tif,65
img234.tif,3
img235.tif,7
img236.tif,68
img237.tif,79
img238.tif,55
img239.tif,70
img240.tif,94
img241.tif,2
img242.tif,6
img243.tif,4
img244.tif,31
img245.tif,51
img246.tif,23
img247.tif,51
img248.tif,99
img249.tif,61
img250.tif,26
img251.tif,45
img252.tif,60
img253.tif,88
img254.tif,7
img255.tif,8
img256.tif,72
img257.tif,12
img258.tif,37
img259.tif,80
img260.tif,18
img261.tif,97
img262.tif,71
img263.tif,95
img264.tif,63
img265.tif,47
img266.tif,35
img267.tif,99
img268.tif,85
img269.tif,70
img270.tif,65
img271.tif,18
img272.tif,27
img273.tif,38
img274.tif,88
img275.tif,99
img276.tif,99
img277.tif,13
img278.tif,6
img279.tif,91
img280.tif,47
img281.tif,19
img282.tif,90
img283.tif,32
img284.tif,46
img285.tif,28
img286.tif,38
img287.tif,75
img288.tif,68
img289.tif,12
img290.tif,57
img291.tif,42
img292.tif,50
img293.tif,59
img294.tif,29
img295.tif,16
img296.tif,45
